"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","database","comparison"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-5419276","R-HSA-5419276","Mitochondrial translation termination",86,-0.446039080549992,-1.49159664968592,0.0137931034482759,0.375862068965517,0.369245999010064,5877,"tags=62%, list=36%, signal=40%","60488/28957/64983/55052/51116/90480/55173/26589/56945/65005/51081/63931/64978/9553/51318/10573/51023/79590/84545/64960/128308/55168/64928/92259/740/29093/116541/54998/51650/122704/64969/84340/51649/84311/118487/63875/65993/6183/28998/54948/64951/3396/51253/26284/6150/57129/9801/23107/65003/51263/219927/51373","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-111996","R-HSA-111996","Ca-dependent events",26,-0.636468905863426,-1.69526638797285,0.0141242937853107,0.376333961079724,0.369709584696204,2457,"tags=35%, list=15%, signal=30%","1385/156/108/5321/5576/111/107/5153","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-5368287","R-HSA-5368287","Mitochondrial translation",92,-0.443541370259289,-1.4758701653481,0.0145985401459854,0.380514122500793,0.373816165294226,5877,"tags=60%, list=36%, signal=39%","60488/28957/64983/55052/51116/90480/55173/26589/56945/65005/51081/63931/64978/9553/51318/10573/51023/79590/84545/64960/128308/55168/85476/64928/92259/740/29093/116541/54998/51650/122704/64969/84340/51649/84311/118487/63875/65993/6183/28998/54948/64951/3396/51253/26284/6150/10102/57129/9801/23107/65003/51263/219927/51373","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-5686938","R-HSA-5686938","Regulation of TLR by endogenous ligand",11,-0.761687127304406,-1.67894126508317,0.0153452685421995,0.382334183673469,0.375604189044039,1532,"tags=55%, list=9%, signal=50%","948/3929/929/338/653509","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-111885","R-HSA-111885","Opioid Signalling",66,-0.486968598667622,-1.58241035102946,0.0153846153846154,0.382334183673469,0.375604189044039,3455,"tags=53%, list=21%, signal=42%","805/2771/115/1020/113/5573/5532/5499/5519/5518/5567/2773/196883/2784/2786/5515/5594/1385/156/2781/10681/108/5443/5321/5143/84152/5141/5576/23236/3708/59345/111/107/5153","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-174184","R-HSA-174184","Cdc20:Phospho-APC/C mediated degradation of Cyclin A",69,-0.48032517859863,-1.57419259152087,0.015625,0.382334183673469,0.375604189044039,5249,"tags=49%, list=32%, signal=34%","5705/5721/9861/5682/5692/5694/4085/5689/5688/9184/890/8881/5691/5702/5718/5713/51529/10393/6233/5683/7311/5715/64682/10213/5695/5707/5714/5693/5690/51434/991/11065/701","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-176408","R-HSA-176408","Regulation of APC/C activators between G1/S and early anaphase",77,-0.461470257333426,-1.52910604616983,0.0165562913907285,0.384520818857234,0.377752334226983,5249,"tags=47%, list=32%, signal=32%","5705/5721/9861/5682/5692/5694/4085/1017/5689/5688/9184/890/8881/5691/5702/5718/5713/51529/10393/6233/5683/7311/5715/64682/10213/5695/5707/5714/5693/5690/51434/991/891/11065/701","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-1489509","R-HSA-1489509","DAG and IP3 signaling",30,-0.600364811262228,-1.67056421770704,0.0169014084507042,0.384520818857234,0.377752334226983,1103,"tags=27%, list=7%, signal=25%","156/108/5576/3708/111/107/5153","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-167021","R-HSA-167021","PLC-gamma1 signalling",30,-0.600364811262228,-1.67056421770704,0.0169014084507042,0.384520818857234,0.377752334226983,1103,"tags=27%, list=7%, signal=25%","156/108/5576/3708/111/107/5153","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-212718","R-HSA-212718","EGFR interacts with phospholipase C-gamma",31,-0.600035901646125,-1.67133728828342,0.0169971671388102,0.384520818857234,0.377752334226983,1103,"tags=26%, list=7%, signal=24%","156/108/5576/3708/111/107/5153","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-425407","R-HSA-425407","SLC-mediated transmembrane transport",239,0.414307019578115,1.35180008671463,0.0191616766467066,0.425460190729652,0.417971075393074,2146,"tags=19%, list=13%, signal=17%","6538/159963/144195/10991/25769/6531/83697/340024/6570/23539/6580/6506/389812/6559/55244/125206/2538/9498/8170/6582/284129/6514/85413/7780/6571/204962/55089/6583/6546/133418/9154/1811/1836/117247/6542/64849/284111/6536/6534/347/6518/200010/8884/55315/6005","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-446107","R-HSA-446107","Type I hemidesmosome assembly",10,0.77607120104088,1.54867174322976,0.0213114754098361,0.464590163934426,0.456412267628834,46,"tags=10%, list=0%, signal=10%","3852","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-111933","R-HSA-111933","Calmodulin induced events",24,-0.628860401456885,-1.64764558448638,0.0223463687150838,0.47005782612957,0.461783685912812,2380,"tags=29%, list=14%, signal=25%","156/108/5576/111/107/5153","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-111997","R-HSA-111997","CaM pathway",24,-0.628860401456885,-1.64764558448638,0.0223463687150838,0.47005782612957,0.461783685912812,2380,"tags=29%, list=14%, signal=25%","156/108/5576/111/107/5153","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-1428517","R-HSA-1428517","The citric acid (TCA) cycle and respiratory electron transport",153,-0.373614465691819,-1.32894617005022,0.0230414746543779,0.476322898458605,0.467938478008146,5232,"tags=63%, list=32%, signal=43%","8050/4722/522/84987/57546/4695/5165/6392/1329/4729/4731/4709/1743/1327/539/25874/8801/6341/2109/7351/10632/4967/29796/4707/4705/4708/4726/4718/4717/25915/4724/2271/509/1340/51300/4725/3418/9123/10975/4706/2108/126328/29078/80219/2110/4701/4694/7388/51079/27089/517/1350/1345/7386/7385/285521/515/51241/4715/7384/9551/521/1349/4702/4697/514/55967/9481/506/498/6390/51660/1337/6391/1738/27109/1351/51295/518/80224/9997/5163/4711/10476/4714/3945/1537/54205/4704/1737/5162/516/6566/91942/7352","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-350562","R-HSA-350562","Regulation of ornithine decarboxylase (ODC)",49,-0.499519312036982,-1.50915462143374,0.024390243902439,0.48739837398374,0.478818998716303,6064,"tags=63%, list=37%, signal=40%","5710/4946/5687/4947/5719/5708/5705/5721/9861/5682/5692/5694/5689/5688/5691/5702/5718/5713/5683/5715/10213/5695/5707/5714/5693/51582/5690/1728/4953/51686","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-6799198","R-HSA-6799198","Complex I biogenesis",49,-0.500126544498115,-1.5109892005039,0.024390243902439,0.48739837398374,0.478818998716303,5895,"tags=69%, list=36%, signal=45%","4712/28976/4719/4722/4695/4729/4731/4709/4707/4705/4708/4726/4718/4717/25915/4724/51300/4725/4706/126328/29078/4701/4694/51079/4715/4702/55967/51295/80224/4711/4714/4704/91942","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-176409","R-HSA-176409","APC/C:Cdc20 mediated degradation of mitotic proteins",72,-0.444494773209993,-1.46133893767701,0.0253164556962025,0.495134856110466,0.486419300283228,5249,"tags=50%, list=32%, signal=34%","5705/5721/9861/5682/5692/5694/4085/5689/5688/9184/890/8881/5691/5702/5718/5713/51529/10393/6233/5683/7311/5715/64682/10213/5695/5707/5714/5693/5690/51434/991/891/9232/11065/701","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-3270619","R-HSA-3270619","IRF3-mediated induction of type I IFN",12,0.757330473959955,1.56885231990754,0.0258899676375405,0.495134856110466,0.486419300283228,22,"tags=8%, list=0%, signal=8%","197358","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-442660","R-HSA-442660","Na+/Cl- dependent neurotransmitter transporters",14,0.742379138700556,1.57928396480031,0.0260162601626016,0.495134856110466,0.486419300283228,1887,"tags=64%, list=11%, signal=57%","6538/6531/340024/6570/6580/6582/6571/6536/6534","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-174143","R-HSA-174143","APC/C-mediated degradation of cell cycle proteins",83,-0.417595448160509,-1.39197395093977,0.027681660899654,0.510620175672079,0.501632041242313,5249,"tags=47%, list=32%, signal=32%","5705/5721/9861/5682/5692/5694/4085/1017/5689/5688/9184/890/8881/5691/5702/5718/5713/51529/10393/6233/5683/7311/5715/64682/10213/5695/5707/5714/5693/5690/9212/51434/991/6502/891/9232/11065/701","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-453276","R-HSA-453276","Regulation of mitotic cell cycle",83,-0.417595448160509,-1.39197395093977,0.027681660899654,0.510620175672079,0.501632041242313,5249,"tags=47%, list=32%, signal=32%","5705/5721/9861/5682/5692/5694/4085/1017/5689/5688/9184/890/8881/5691/5702/5718/5713/51529/10393/6233/5683/7311/5715/64682/10213/5695/5707/5714/5693/5690/9212/51434/991/6502/891/9232/11065/701","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-176814","R-HSA-176814","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins",73,-0.432367453247778,-1.4220220720729,0.0289389067524116,0.52572347266881,0.51646948414591,5249,"tags=49%, list=32%, signal=34%","5705/5721/9861/5682/5692/5694/4085/5689/5688/9184/890/8881/5691/5702/5718/5713/51529/10393/6233/5683/7311/5715/64682/10213/5695/5707/5714/5693/5690/51434/991/891/9232/11065/701","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-373760","R-HSA-373760","L1CAM interactions",98,0.47428783996823,1.41130287065782,0.0302197802197802,0.540798753485321,0.53127940402096,1606,"tags=18%, list=10%, signal=17%","4478/10382/6324/3690/284217/3674/8515/113457/3680/6334/4897/55800/1742/6710/8506/9252/287/286","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-174154","R-HSA-174154","APC/C:Cdc20 mediated degradation of Securin",65,-0.445787950294457,-1.44904708334529,0.0337423312883436,0.593354542241075,0.58291008539376,5249,"tags=48%, list=32%, signal=33%","5705/5721/9861/5682/5692/5694/5689/5688/8881/5691/5702/5718/5713/51529/10393/6233/5683/7311/5715/64682/10213/5695/5707/5714/5693/5690/51434/991/9232/11065","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-1834941","R-HSA-1834941","STING mediated induction of host immune responses",14,0.72415682318825,1.54051912189202,0.0341463414634146,0.593354542241075,0.58291008539376,22,"tags=7%, list=0%, signal=7%","197358","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-112040","R-HSA-112040","G-protein mediated events",38,-0.547134812878266,-1.56870321597124,0.036144578313253,0.619104991394148,0.608207265150829,2457,"tags=32%, list=15%, signal=27%","1385/156/2781/108/5321/5576/23236/3708/111/107/5153","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-163210","R-HSA-163210","Formation of ATP by chemiosmotic coupling",16,-0.669640484344817,-1.58060147433539,0.0371352785145889,0.626436781609195,0.615409998350107,4755,"tags=88%, list=29%, signal=62%","10632/509/517/515/9551/521/514/506/498/27109/518/10476/516","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-174178","R-HSA-174178","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1",70,-0.439856022149098,-1.44318706462422,0.0376175548589342,0.626436781609195,0.615409998350107,5249,"tags=47%, list=32%, signal=32%","5705/5721/9861/5682/5692/5694/5689/5688/8881/5691/5702/5718/5713/51529/10393/6233/5683/7311/5715/64682/10213/5695/5707/5714/5693/5690/9212/51434/991/6502/9232/11065","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-1538133","R-HSA-1538133","G0 and Early G1",24,-0.575900364545156,-1.50888764906909,0.0391061452513966,0.640516797910649,0.629242172742211,1428,"tags=25%, list=9%, signal=23%","990/1875/4605/9134/1869","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-3000178","R-HSA-3000178","ECM proteoglycans",56,0.538350742621454,1.46482317163091,0.0395314787701318,0.640516797910649,0.629242172742211,1282,"tags=25%, list=8%, signal=23%","3690/7143/1278/7148/284217/3674/1299/3680/1290/7448/3679/3687/1297/3910","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-179419","R-HSA-179419","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint",70,-0.427562250561814,-1.40285065626149,0.0407523510971787,0.649025649566955,0.637601248290613,5249,"tags=49%, list=32%, signal=33%","5705/5721/9861/5682/5692/5694/4085/5689/5688/9184/890/8881/5691/5702/5718/5713/51529/10393/6233/5683/7311/5715/64682/10213/5695/5707/5714/5693/5690/51434/991/11065/701","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-156584","R-HSA-156584","Cytosolic sulfonation of small molecules",18,0.688379256512735,1.53850970570892,0.0411392405063291,0.649025649566955,0.637601248290613,2142,"tags=28%, list=13%, signal=24%","27233/6822/1836/6799/25830","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-5658442","R-HSA-5658442","Regulation of RAS by GAPs",65,-0.43512434820622,-1.41438472539302,0.0460122699386503,0.71607740086001,0.703472728644353,6352,"tags=65%, list=38%, signal=40%","7314/200734/5686/9462/5710/84078/5687/5719/5708/5705/5721/10156/5922/9861/5682/3845/399473/5692/5694/5689/5688/5691/5702/4893/5718/5713/9978/6233/5683/7311/5715/10213/5695/5921/5707/5714/5693/5690/3265/161742/8437","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-3000170","R-HSA-3000170","Syndecan interactions",24,0.635686186251522,1.49000624368458,0.046583850931677,0.71607740086001,0.703472728644353,964,"tags=21%, list=6%, signal=20%","3690/1278/1290/7448/2247","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-1296072","R-HSA-1296072","Voltage gated Potassium channels",24,0.632183899489568,1.48179711588639,0.0481366459627329,0.730580234295149,0.717720277578923,1604,"tags=50%, list=10%, signal=45%","3745/9196/93107/3757/27012/3743/3755/26251/3756/7881/81033/3750","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-69618","R-HSA-69618","Mitotic Spindle Checkpoint",21,-0.610005970018894,-1.53091429508293,0.0491803278688525,0.737090163934426,0.72411561691113,4202,"tags=52%, list=25%, signal=39%","9184/8881/51529/10393/64682/51434/991/8379/11065/701","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-1614635","R-HSA-1614635","Sulfur amino acid metabolism",24,-0.557881746408001,-1.46167797178069,0.0558659217877095,0.814353633688023,0.800019065095385,2658,"tags=42%, list=16%, signal=35%","7263/4507/51074/23743/4548/191/4552/102724560/635","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-112314","R-HSA-112314","Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell",101,-0.381065901891295,-1.28516701290637,0.0559701492537313,0.814353633688023,0.800019065095385,1586,"tags=20%, list=10%, signal=18%","3265/2570/2905/84254/23236/2901/5924/3759/59345/1134/2898/111/2567/2902/1145/3765/2890/107/1136","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-5694530","R-HSA-5694530","Cargo concentration in the ER",31,-0.529259359435962,-1.47419662752114,0.056657223796034,0.814353633688023,0.800019065095385,829,"tags=52%, list=5%, signal=49%","9554/966/7039/9871/10959/3998/9570/10484/10972/1075/374/2153/2348/2157/2890","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-141405","R-HSA-141405","Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components",20,-0.601580216162515,-1.51253871233648,0.0592991913746631,0.814353633688023,0.800019065095385,4604,"tags=50%, list=28%, signal=36%","9184/8881/51529/10393/64682/51434/991/11065/701","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-141430","R-HSA-141430","Inactivation of APC/C via direct inhibition of the APC/C complex",20,-0.601580216162515,-1.51253871233648,0.0592991913746631,0.814353633688023,0.800019065095385,4604,"tags=50%, list=28%, signal=36%","9184/8881/51529/10393/64682/51434/991/11065/701","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-8855121","R-HSA-8855121","VLDL interactions",21,-0.594567940054418,-1.49216991892575,0.0601092896174863,0.814353633688023,0.800019065095385,1164,"tags=19%, list=7%, signal=18%","341/5649/338","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-418555","R-HSA-418555","G alpha (s) signalling events",79,-0.397862184154868,-1.32259003499302,0.0602006688963211,0.814353633688023,0.800019065095385,2368,"tags=32%, list=14%, signal=27%","156/2781/50940/10681/108/151306/5443/5140/5143/136/10846/5032/5141/10888/3375/1395/8622/3972/59345/111/796/797/107/5153","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-210990","R-HSA-210990","PECAM1 interactions",11,0.730483531751477,1.47467124702071,0.060556464811784,0.814353633688023,0.800019065095385,103,"tags=9%, list=1%, signal=9%","3690","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-5619084","R-HSA-5619084","ABC transporter disorders",63,-0.434325876199871,-1.39558680077456,0.060702875399361,0.814353633688023,0.800019065095385,5249,"tags=48%, list=32%, signal=33%","5705/5721/9861/5682/91319/5692/5694/7415/5689/5688/10613/5691/5702/5718/5713/729238/6233/5683/7311/5715/10213/5695/5707/11160/5714/5693/5690/3767/653509","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-5576893","R-HSA-5576893","Phase 2 - plateau phase",20,0.646512460254559,1.46952362189949,0.0618066561014263,0.814353633688023,0.800019065095385,2603,"tags=50%, list=16%, signal=42%","3753/9992/783/785/778/93589/9254/59283/776/775","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-445144","R-HSA-445144","Signal transduction by L1",20,0.646908285832977,1.47042333392887,0.0618066561014263,0.814353633688023,0.800019065095385,656,"tags=15%, list=4%, signal=14%","3690/3674/3680","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-204005","R-HSA-204005","COPII (Coat Protein 2) Mediated Vesicle Transport",67,-0.417420311139285,-1.35565742475546,0.065625,0.827586206896552,0.813018713416656,5144,"tags=46%, list=31%, signal=32%","10342/6396/8615/10175/122553/51693/9554/966/7039/83696/26984/5861/81876/9871/10959/3998/8774/9117/9570/10484/10972/126003/1075/374/23243/79090/2153/2348/2157/2890","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-211897","R-HSA-211897","Cytochrome P450 - arranged by substrate type",55,0.51349682946304,1.3996698718901,0.0667634252539913,0.827586206896552,0.813018713416656,2385,"tags=36%, list=14%, signal=31%","1579/100861540/1557/1572/1545/1544/1589/1565/8529/56603/1592/1593/1559/1543/66002/1576/113612/1594/1558/11283","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-373080","R-HSA-373080","Class B/2 (Secretin family receptors)",53,-0.438673825886513,-1.33895150967768,0.0681114551083591,0.827586206896552,0.813018713416656,1286,"tags=21%, list=8%, signal=19%","54361/3375/1395/7484/59345/796/80326/797/7349/8643","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-6790901","R-HSA-6790901","rRNA modification in the nucleus and cytosol",59,-0.42067946814649,-1.32925992170726,0.0685358255451713,0.827586206896552,0.813018713416656,3906,"tags=58%, list=24%, signal=44%","55505/79050/2091/4809/115939/9724/55623/6201/9790/27341/55226/25926/51202/27292/27042/84128/23160/6208/54433/51118/114049/55651/1736/57647/10885/6187/88745/92856/84916/10436/84135/54555/11103","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-5654719","R-HSA-5654719","SHC-mediated cascade:FGFR4",14,0.673001154356886,1.43169423271825,0.0699186991869919,0.827586206896552,0.813018713416656,2129,"tags=36%, list=13%, signal=31%","2254/9965/2247/152831/8817","REACTOME","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.R-HSA-373076","R-HSA-373076","Class A/1 (Rhodopsin-like receptors)",153,0.412908683914035,1.29295356804175,0.0700636942675159,0.827586206896552,0.813018713416656,2406,"tags=29%, list=15%, signal=25%","2828/3792/339403/3362/5030/10850/51738/2867/5995/10803/6352/2841/1241/1269/8111/1132/8698/283869/2357/146/2833/1907/552/9002/84634/165140/1233/9294/719/4985/56413/6019/5540/6360/10663/2834/134864/10800/27198/4988/6865/1815/1903/3640/1081","REACTOME","0"
